underlying_symbol,quote_datetime,root,expiration,strike,option_type,open,high,low,close,trade_volume,bid_size,bid,ask_size,ask,underlying_bid,underlying_ask,open_interest,time_to_maturity
^SPX,2026-02-24 16:15:00,SPX,2026-03-20,4100.0,C,0.0,0.0,0.0,0.0,0,2,2785.4,1,2804.3,6852.66,6913.22,2,0.06301369863013699
^SPX,2026-02-24 16:15:00,SPX,2026-03-20,4125.0,C,0.0,0.0,0.0,0.0,0,3,2759.4,1,2778.5,6852.66,6913.22,3,0.06301369863013699
^SPX,2026-02-24 16:15:00,SPX,2026-03-20,4150.0,C,0.0,0.0,0.0,0.0,0,2,2734.7,1,2753.0,6852.66,6913.22,0,0.06301369863013699
^SPX,2026-02-24 16:15:00,SPX,2026-03-20,4175.0,C,0.0,0.0,0.0,0.0,0,2,2709.7,1,2728.2,6852.66,6913.22,0,0.06301369863013699
^SPX,2026-02-24 16:15:00,SPX,2026-03-20,4200.0,C,0.0,0.0,0.0,0.0,0,1,2684.6,1,2703.7,6852.66,6913.22,5,0.06301369863013699
^SPX,2026-02-24 16:15:00,SPX,2026-03-20,4225.0,C,0.0,0.0,0.0,0.0,0,1,2659.6,1,2678.3,6852.66,6913.22,0,0.06301369863013699
^SPX,2026-02-24 16:15:00,SPX,2026-03-20,4250.0,C,0.0,0.0,0.0,0.0,0,2,2634.9,1,2653.4,6852.66,6913.22,3,0.06301369863013699
^SPX,2026-02-24 16:15:00,SPX,2026-03-20,4275.0,C,0.0,0.0,0.0,0.0,0,2,2610.8,1,2628.5,6852.66,6913.22,1,0.06301369863013699
^SPX,2026-02-24 16:15:00,SPX,2026-03-20,4300.0,C,0.0,0.0,0.0,0.0,0,1,2585.0,1,2604.1,6852.66,6913.22,44,0.06301369863013699
^SPX,2026-02-24 16:15:00,SPX,2026-03-20,4325.0,C,0.0,0.0,0.0,0.0,0,1,2560.0,1,2579.2,6852.66,6913.22,0,0.06301369863013699
^SPX,2026-02-24 16:15:00,SPX,2026-03-20,4350.0,C,0.0,0.0,0.0,0.0,0,1,2535.1,1,2555.6,6852.66,6913.22,0,0.06301369863013699
^SPX,2026-02-24 16:15:00,SPX,2026-03-20,4375.0,C,0.0,0.0,0.0,0.0,0,1,2509.7,1,2528.9,6852.66,6913.22,0,0.06301369863013699
^SPX,2026-02-24 16:15:00,SPX,2026-03-20,4400.0,C,0.0,0.0,0.0,0.0,0,1,2485.2,1,2503.9,6852.66,6913.22,170,0.06301369863013699
^SPX,2026-02-24 16:15:00,SPX,2026-03-20,4425.0,C,0.0,0.0,0.0,0.0,0,1,2460.4,1,2479.1,6852.66,6913.22,0,0.06301369863013699
^SPX,2026-02-24 16:15:00,SPX,2026-03-20,4450.0,C,0.0,0.0,0.0,0.0,0,1,2435.5,1,2454.6,6852.66,6913.22,29,0.06301369863013699
^SPX,2026-02-24 16:15:00,SPX,2026-03-20,4475.0,C,0.0,0.0,0.0,0.0,0,1,2410.6,1,2429.7,6852.66,6913.22,0,0.06301369863013699
^SPX,2026-02-24 16:15:00,SPX,2026-03-20,4500.0,C,0.0,0.0,0.0,0.0,0,3,2385.1,1,2405.7,6852.66,6913.22,144,0.06301369863013699
^SPX,2026-02-24 16:15:00,SPX,2026-03-20,4525.0,C,0.0,0.0,0.0,0.0,0,2,2361.2,1,2379.4,6852.66,6913.22,0,0.06301369863013699
^SPX,2026-02-24 16:15:00,SPX,2026-03-20,4550.0,C,0.0,0.0,0.0,0.0,0,2,2336.0,1,2354.5,6852.66,6913.22,5,0.06301369863013699
^SPX,2026-02-24 16:15:00,SPX,2026-03-20,4575.0,C,0.0,0.0,0.0,0.0,0,1,2310.5,1,2329.6,6852.66,6913.22,1,0.06301369863013699
^SPX,2026-02-24 16:15:00,SPX,2026-03-20,4600.0,C,0.0,0.0,0.0,0.0,0,1,2285.6,1,2304.7,6852.66,6913.22,294,0.06301369863013699
^SPX,2026-02-24 16:15:00,SPX,2026-03-20,4625.0,C,0.0,0.0,0.0,0.0,0,2,2261.3,1,2279.8,6852.66,6913.22,0,0.06301369863013699
^SPX,2026-02-24 16:15:00,SPX,2026-03-20,4650.0,C,0.0,0.0,0.0,0.0,0,2,2237.9,1,2254.9,6852.66,6913.22,1,0.06301369863013699
^SPX,2026-02-24 16:15:00,SPX,2026-03-20,4675.0,C,0.0,0.0,0.0,0.0,0,3,2210.9,1,2230.0,6852.66,6913.22,5,0.06301369863013699
^SPX,2026-02-24 16:15:00,SPX,2026-03-20,4700.0,C,0.0,0.0,0.0,0.0,0,1,2185.9,1,2205.1,6852.66,6913.22,385,0.06301369863013699
^SPX,2026-02-24 16:15:00,SPX,2026-03-20,4725.0,C,0.0,0.0,0.0,0.0,0,1,2161.6,1,2180.7,6852.66,6913.22,0,0.06301369863013699
^SPX,2026-02-24 16:15:00,SPX,2026-03-20,4750.0,C,0.0,0.0,0.0,0.0,0,1,2136.1,1,2155.8,6852.66,6913.22,6,0.06301369863013699
^SPX,2026-02-24 16:15:00,SPX,2026-03-20,4775.0,C,0.0,0.0,0.0,0.0,0,1,2111.8,1,2130.9,6852.66,6913.22,8,0.06301369863013699
^SPX,2026-02-24 16:15:00,SPX,2026-03-20,4800.0,C,0.0,0.0,0.0,0.0,0,2,2087.3,1,2106.9,6852.66,6913.22,52,0.06301369863013699
^SPX,2026-02-24 16:15:00,SPX,2026-03-20,4825.0,C,0.0,0.0,0.0,0.0,0,1,2061.9,1,2080.6,6852.66,6913.22,0,0.06301369863013699
^SPX,2026-02-24 16:15:00,SPX,2026-03-20,4850.0,C,0.0,0.0,0.0,0.0,0,1,2037.1,1,2056.2,6852.66,6913.22,46,0.06301369863013699
^SPX,2026-02-24 16:15:00,SPX,2026-03-20,4875.0,C,0.0,0.0,0.0,0.0,0,2,2012.5,1,2030.9,6852.66,6913.22,7,0.06301369863013699
^SPX,2026-02-24 16:15:00,SPX,2026-03-20,4900.0,C,0.0,0.0,0.0,0.0,0,2,1987.7,1,2006.0,6852.66,6913.22,121,0.06301369863013699
^SPX,2026-02-24 16:15:00,SPX,2026-03-20,4925.0,C,0.0,0.0,0.0,0.0,0,1,1961.9,1,1981.7,6852.66,6913.22,10,0.06301369863013699
^SPX,2026-02-24 16:15:00,SPX,2026-03-20,4950.0,C,0.0,0.0,0.0,0.0,0,1,1937.6,1,1956.7,6852.66,6913.22,224,0.06301369863013699
^SPX,2026-02-24 16:15:00,SPX,2026-03-20,4975.0,C,0.0,0.0,0.0,0.0,0,1,1912.7,1,1931.8,6852.66,6913.22,216,0.06301369863013699
^SPX,2026-02-24 16:15:00,SPX,2026-03-20,5000.0,C,1896.44,1900.9,1896.44,1900.9,1210,7,1892.8,7,1902.5,6852.66,6913.22,205271,0.06301369863013699
^SPX,2026-02-24 16:15:00,SPX,2026-03-20,5025.0,C,0.0,0.0,0.0,0.0,0,1,1862.4,1,1881.6,6852.66,6913.22,69,0.06301369863013699
^SPX,2026-02-24 16:15:00,SPX,2026-03-20,5050.0,C,0.0,0.0,0.0,0.0,0,1,1838.0,1,1857.2,6852.66,6913.22,510,0.06301369863013699
^SPX,2026-02-24 16:15:00,SPX,2026-03-20,5075.0,C,0.0,0.0,0.0,0.0,0,1,1813.2,1,1832.3,6852.66,6913.22,32,0.06301369863013699
^SPX,2026-02-24 16:15:00,SPX,2026-03-20,5100.0,C,0.0,0.0,0.0,0.0,0,10,1791.1,10,1805.2,6852.66,6913.22,1719,0.06301369863013699
^SPX,2026-02-24 16:15:00,SPX,2026-03-20,5125.0,C,0.0,0.0,0.0,0.0,0,2,1763.7,1,1782.1,6852.66,6913.22,251,0.06301369863013699
^SPX,2026-02-24 16:15:00,SPX,2026-03-20,5150.0,C,0.0,0.0,0.0,0.0,0,5,1744.1,5,1752.3,6852.66,6913.22,165,0.06301369863013699
^SPX,2026-02-24 16:15:00,SPX,2026-03-20,5175.0,C,0.0,0.0,0.0,0.0,0,5,1719.2,5,1727.4,6852.66,6913.22,7,0.06301369863013699
^SPX,2026-02-24 16:15:00,SPX,2026-03-20,5200.0,C,0.0,0.0,0.0,0.0,0,5,1694.4,5,1702.4,6852.66,6913.22,1089,0.06301369863013699
^SPX,2026-02-24 16:15:00,SPX,2026-03-20,5225.0,C,0.0,0.0,0.0,0.0,0,5,1669.5,5,1677.7,6852.66,6913.22,60,0.06301369863013699
^SPX,2026-02-24 16:15:00,SPX,2026-03-20,5250.0,C,0.0,0.0,0.0,0.0,0,5,1644.7,5,1652.7,6852.66,6913.22,1106,0.06301369863013699
^SPX,2026-02-24 16:15:00,SPX,2026-03-20,5275.0,C,0.0,0.0,0.0,0.0,0,5,1620.3,5,1627.8,6852.66,6913.22,40,0.06301369863013699
^SPX,2026-02-24 16:15:00,SPX,2026-03-20,5300.0,C,0.0,0.0,0.0,0.0,0,5,1595.1,5,1603.1,6852.66,6913.22,844,0.06301369863013699
^SPX,2026-02-24 16:15:00,SPX,2026-03-20,5325.0,C,0.0,0.0,0.0,0.0,0,5,1570.2,5,1578.2,6852.66,6913.22,39,0.06301369863013699
^SPX,2026-02-24 16:15:00,SPX,2026-03-20,5350.0,C,0.0,0.0,0.0,0.0,0,5,1545.9,5,1553.2,6852.66,6913.22,573,0.06301369863013699
^SPX,2026-02-24 16:15:00,SPX,2026-03-20,5375.0,C,0.0,0.0,0.0,0.0,0,5,1521.1,5,1528.4,6852.66,6913.22,53,0.06301369863013699
^SPX,2026-02-24 16:15:00,SPX,2026-03-20,5400.0,C,0.0,0.0,0.0,0.0,0,5,1495.8,5,1503.5,6852.66,6913.22,2143,0.06301369863013699
^SPX,2026-02-24 16:15:00,SPX,2026-03-20,5425.0,C,0.0,0.0,0.0,0.0,0,5,1471.4,5,1478.7,6852.66,6913.22,2275,0.06301369863013699
^SPX,2026-02-24 16:15:00,SPX,2026-03-20,5450.0,C,0.0,0.0,0.0,0.0,0,5,1446.2,5,1453.9,6852.66,6913.22,1543,0.06301369863013699
^SPX,2026-02-24 16:15:00,SPX,2026-03-20,5475.0,C,0.0,0.0,0.0,0.0,0,5,1421.4,5,1429.0,6852.66,6913.22,422,0.06301369863013699
^SPX,2026-02-24 16:15:00,SPX,2026-03-20,5490.0,C,0.0,0.0,0.0,0.0,0,5,1406.5,5,1414.1,6852.66,6913.22,0,0.06301369863013699
^SPX,2026-02-24 16:15:00,SPX,2026-03-20,5500.0,C,0.0,0.0,0.0,0.0,0,12,1396.5,12,1404.2,6852.66,6913.22,6203,0.06301369863013699
^SPX,2026-02-24 16:15:00,SPX,2026-03-20,5510.0,C,0.0,0.0,0.0,0.0,0,5,1387.1,5,1394.2,6852.66,6913.22,0,0.06301369863013699
^SPX,2026-02-24 16:15:00,SPX,2026-03-20,5520.0,C,0.0,0.0,0.0,0.0,0,5,1377.2,5,1384.3,6852.66,6913.22,0,0.06301369863013699
^SPX,2026-02-24 16:15:00,SPX,2026-03-20,5525.0,C,0.0,0.0,0.0,0.0,0,5,1372.0,5,1379.9,6852.66,6913.22,869,0.06301369863013699
^SPX,2026-02-24 16:15:00,SPX,2026-03-20,5530.0,C,0.0,0.0,0.0,0.0,0,5,1367.3,5,1374.4,6852.66,6913.22,0,0.06301369863013699
^SPX,2026-02-24 16:15:00,SPX,2026-03-20,5540.0,C,0.0,0.0,0.0,0.0,0,5,1356.8,5,1364.6,6852.66,6913.22,0,0.06301369863013699
^SPX,2026-02-24 16:15:00,SPX,2026-03-20,5550.0,C,0.0,0.0,0.0,0.0,0,5,1347.5,5,1354.5,6852.66,6913.22,2492,0.06301369863013699
^SPX,2026-02-24 16:15:00,SPX,2026-03-20,5560.0,C,0.0,0.0,0.0,0.0,0,5,1337.0,5,1344.6,6852.66,6913.22,0,0.06301369863013699
^SPX,2026-02-24 16:15:00,SPX,2026-03-20,5570.0,C,0.0,0.0,0.0,0.0,0,5,1327.1,5,1334.6,6852.66,6913.22,0,0.06301369863013699
^SPX,2026-02-24 16:15:00,SPX,2026-03-20,5575.0,C,0.0,0.0,0.0,0.0,0,2,1324.5,2,1328.4,6852.66,6913.22,1455,0.06301369863013699
^SPX,2026-02-24 16:15:00,SPX,2026-03-20,5580.0,C,0.0,0.0,0.0,0.0,0,2,1319.5,2,1323.3,6852.66,6913.22,0,0.06301369863013699
^SPX,2026-02-24 16:15:00,SPX,2026-03-20,5590.0,C,0.0,0.0,0.0,0.0,0,2,1309.6,2,1313.5,6852.66,6913.22,0,0.06301369863013699
^SPX,2026-02-24 16:15:00,SPX,2026-03-20,5600.0,C,0.0,0.0,0.0,0.0,0,2,1300.0,2,1303.2,6852.66,6913.22,5546,0.06301369863013699
^SPX,2026-02-24 16:15:00,SPX,2026-03-20,5610.0,C,0.0,0.0,0.0,0.0,0,2,1289.7,2,1293.6,6852.66,6913.22,0,0.06301369863013699
^SPX,2026-02-24 16:15:00,SPX,2026-03-20,5620.0,C,0.0,0.0,0.0,0.0,0,2,1279.8,2,1283.6,6852.66,6913.22,0,0.06301369863013699
^SPX,2026-02-24 16:15:00,SPX,2026-03-20,5625.0,C,0.0,0.0,0.0,0.0,0,2,1274.9,2,1278.7,6852.66,6913.22,1491,0.06301369863013699
^SPX,2026-02-24 16:15:00,SPX,2026-03-20,5630.0,C,0.0,0.0,0.0,0.0,0,2,1269.9,2,1273.7,6852.66,6913.22,2,0.06301369863013699
^SPX,2026-02-24 16:15:00,SPX,2026-03-20,5640.0,C,0.0,0.0,0.0,0.0,0,2,1260.1,2,1263.9,6852.66,6913.22,0,0.06301369863013699
^SPX,2026-02-24 16:15:00,SPX,2026-03-20,5650.0,C,0.0,0.0,0.0,0.0,0,2,1250.4,2,1253.7,6852.66,6913.22,3965,0.06301369863013699
^SPX,2026-02-24 16:15:00,SPX,2026-03-20,5660.0,C,0.0,0.0,0.0,0.0,0,2,1240.2,2,1244.0,6852.66,6913.22,5,0.06301369863013699
^SPX,2026-02-24 16:15:00,SPX,2026-03-20,5670.0,C,0.0,0.0,0.0,0.0,0,2,1230.3,2,1234.2,6852.66,6913.22,1,0.06301369863013699
^SPX,2026-02-24 16:15:00,SPX,2026-03-20,5675.0,C,0.0,0.0,0.0,0.0,0,2,1225.4,2,1229.1,6852.66,6913.22,683,0.06301369863013699
^SPX,2026-02-24 16:15:00,SPX,2026-03-20,5680.0,C,0.0,0.0,0.0,0.0,0,2,1220.4,2,1224.3,6852.66,6913.22,0,0.06301369863013699
^SPX,2026-02-24 16:15:00,SPX,2026-03-20,5690.0,C,0.0,0.0,0.0,0.0,0,2,1210.5,2,1214.2,6852.66,6913.22,0,0.06301369863013699
^SPX,2026-02-24 16:15:00,SPX,2026-03-20,5700.0,C,0.0,0.0,0.0,0.0,0,2,1200.9,2,1204.1,6852.66,6913.22,4571,0.06301369863013699
^SPX,2026-02-24 16:15:00,SPX,2026-03-20,5710.0,C,0.0,0.0,0.0,0.0,0,2,1190.7,2,1194.5,6852.66,6913.22,30,0.06301369863013699
^SPX,2026-02-24 16:15:00,SPX,2026-03-20,5720.0,C,0.0,0.0,0.0,0.0,0,2,1180.9,2,1184.7,6852.66,6913.22,1,0.06301369863013699
^SPX,2026-02-24 16:15:00,SPX,2026-03-20,5725.0,C,0.0,0.0,0.0,0.0,0,2,1175.9,2,1179.6,6852.66,6913.22,634,0.06301369863013699
^SPX,2026-02-24 16:15:00,SPX,2026-03-20,5730.0,C,0.0,0.0,0.0,0.0,0,2,1171.1,2,1174.6,6852.66,6913.22,0,0.06301369863013699
^SPX,2026-02-24 16:15:00,SPX,2026-03-20,5740.0,C,0.0,0.0,0.0,0.0,0,2,1161.1,2,1164.9,6852.66,6913.22,7,0.06301369863013699
^SPX,2026-02-24 16:15:00,SPX,2026-03-20,5750.0,C,0.0,0.0,0.0,0.0,0,2,1151.5,2,1154.6,6852.66,6913.22,3325,0.06301369863013699
^SPX,2026-02-24 16:15:00,SPX,2026-03-20,5760.0,C,0.0,0.0,0.0,0.0,0,2,1141.3,2,1145.1,6852.66,6913.22,31,0.06301369863013699
^SPX,2026-02-24 16:15:00,SPX,2026-03-20,5770.0,C,0.0,0.0,0.0,0.0,0,2,1131.4,2,1135.0,6852.66,6913.22,4,0.06301369863013699
^SPX,2026-02-24 16:15:00,SPX,2026-03-20,5775.0,C,0.0,0.0,0.0,0.0,0,2,1126.5,2,1130.1,6852.66,6913.22,969,0.06301369863013699
^SPX,2026-02-24 16:15:00,SPX,2026-03-20,5780.0,C,0.0,0.0,0.0,0.0,0,2,1121.6,2,1125.2,6852.66,6913.22,0,0.06301369863013699
^SPX,2026-02-24 16:15:00,SPX,2026-03-20,5790.0,C,0.0,0.0,0.0,0.0,0,2,1111.7,2,1115.3,6852.66,6913.22,0,0.06301369863013699
^SPX,2026-02-24 16:15:00,SPX,2026-03-20,5800.0,C,0.0,0.0,0.0,0.0,0,2,1102.1,2,1105.0,6852.66,6913.22,4574,0.06301369863013699
^SPX,2026-02-24 16:15:00,SPX,2026-03-20,5810.0,C,0.0,0.0,0.0,0.0,0,2,1091.9,2,1095.5,6852.66,6913.22,2,0.06301369863013699
^SPX,2026-02-24 16:15:00,SPX,2026-03-20,5820.0,C,0.0,0.0,0.0,0.0,0,2,1082.0,2,1085.6,6852.66,6913.22,0,0.06301369863013699
^SPX,2026-02-24 16:15:00,SPX,2026-03-20,5825.0,C,0.0,0.0,0.0,0.0,0,2,1077.1,2,1080.7,6852.66,6913.22,496,0.06301369863013699
^SPX,2026-02-24 16:15:00,SPX,2026-03-20,5830.0,C,0.0,0.0,0.0,0.0,0,2,1072.2,2,1075.9,6852.66,6913.22,0,0.06301369863013699
^SPX,2026-02-24 16:15:00,SPX,2026-03-20,5840.0,C,0.0,0.0,0.0,0.0,0,2,1062.3,2,1065.9,6852.66,6913.22,3,0.06301369863013699
^SPX,2026-02-24 16:15:00,SPX,2026-03-20,5850.0,C,0.0,0.0,0.0,0.0,0,2,1052.7,2,1055.8,6852.66,6913.22,4714,0.06301369863013699
^SPX,2026-02-24 16:15:00,SPX,2026-03-20,5860.0,C,0.0,0.0,0.0,0.0,0,2,1042.6,2,1046.1,6852.66,6913.22,0,0.06301369863013699
^SPX,2026-02-24 16:15:00,SPX,2026-03-20,5870.0,C,0.0,0.0,0.0,0.0,0,2,1032.7,2,1036.3,6852.66,6913.22,2,0.06301369863013699
^SPX,2026-02-24 16:15:00,SPX,2026-03-20,5875.0,C,0.0,0.0,0.0,0.0,0,2,1027.8,2,1031.4,6852.66,6913.22,1287,0.06301369863013699
^SPX,2026-02-24 16:15:00,SPX,2026-03-20,5880.0,C,0.0,0.0,0.0,0.0,0,2,1022.9,2,1026.6,6852.66,6913.22,0,0.06301369863013699
^SPX,2026-02-24 16:15:00,SPX,2026-03-20,5890.0,C,0.0,0.0,0.0,0.0,0,2,1013.0,2,1016.6,6852.66,6913.22,0,0.06301369863013699
^SPX,2026-02-24 16:15:00,SPX,2026-03-20,5900.0,C,0.0,0.0,0.0,0.0,0,2,1003.5,2,1006.5,6852.66,6913.22,7195,0.06301369863013699
^SPX,2026-02-24 16:15:00,SPX,2026-03-20,5910.0,C,0.0,0.0,0.0,0.0,0,2,993.3,2,996.9,6852.66,6913.22,0,0.06301369863013699
^SPX,2026-02-24 16:15:00,SPX,2026-03-20,5920.0,C,0.0,0.0,0.0,0.0,0,2,983.5,2,987.0,6852.66,6913.22,0,0.06301369863013699
^SPX,2026-02-24 16:15:00,SPX,2026-03-20,5925.0,C,0.0,0.0,0.0,0.0,0,2,978.6,2,982.1,6852.66,6913.22,384,0.06301369863013699
^SPX,2026-02-24 16:15:00,SPX,2026-03-20,5930.0,C,0.0,0.0,0.0,0.0,0,2,973.7,2,977.2,6852.66,6913.22,1,0.06301369863013699
^SPX,2026-02-24 16:15:00,SPX,2026-03-20,5940.0,C,0.0,0.0,0.0,0.0,0,2,963.8,2,967.4,6852.66,6913.22,5,0.06301369863013699
^SPX,2026-02-24 16:15:00,SPX,2026-03-20,5950.0,C,0.0,0.0,0.0,0.0,0,2,954.3,2,957.2,6852.66,6913.22,4478,0.06301369863013699
^SPX,2026-02-24 16:15:00,SPX,2026-03-20,5960.0,C,0.0,0.0,0.0,0.0,0,2,944.3,2,947.8,6852.66,6913.22,2,0.06301369863013699
^SPX,2026-02-24 16:15:00,SPX,2026-03-20,5970.0,C,0.0,0.0,0.0,0.0,0,2,934.4,2,937.9,6852.66,6913.22,0,0.06301369863013699
^SPX,2026-02-24 16:15:00,SPX,2026-03-20,5975.0,C,0.0,0.0,0.0,0.0,0,2,929.4,2,933.0,6852.66,6913.22,1384,0.06301369863013699
^SPX,2026-02-24 16:15:00,SPX,2026-03-20,5980.0,C,0.0,0.0,0.0,0.0,0,2,924.5,2,928.1,6852.66,6913.22,1,0.06301369863013699
^SPX,2026-02-24 16:15:00,SPX,2026-03-20,5990.0,C,0.0,0.0,0.0,0.0,0,2,914.8,2,918.3,6852.66,6913.22,5,0.06301369863013699
^SPX,2026-02-24 16:15:00,SPX,2026-03-20,6000.0,C,869.7,911.3,869.7,908.6,27164,2,905.2,2,908.1,6852.66,6913.22,251230,0.06301369863013699
^SPX,2026-02-24 16:15:00,SPX,2026-03-20,6010.0,C,0.0,0.0,0.0,0.0,0,2,895.1,2,898.8,6852.66,6913.22,0,0.06301369863013699
^SPX,2026-02-24 16:15:00,SPX,2026-03-20,6020.0,C,0.0,0.0,0.0,0.0,0,2,885.4,2,888.9,6852.66,6913.22,0,0.06301369863013699
^SPX,2026-02-24 16:15:00,SPX,2026-03-20,6025.0,C,0.0,0.0,0.0,0.0,0,2,880.4,2,884.0,6852.66,6913.22,1253,0.06301369863013699
